game_id,game_date,away_team,home_team,home_score,away_score,max_period
2020020534,2021-03-27,NSH,CHI,1,3,3
2020020535,2021-03-28,ANA,STL,2,3,4
2020020536,2021-03-27,EDM,TOR,4,3,4
2020020537,2021-03-27,WPG,CGY,4,2,3
2020020538,2021-03-27,FLA,DAL,3,4,4
2020020539,2021-03-27,VGK,COL,2,3,4
2020020540,2021-03-27,S.J,ARI,4,0,3
2020020541,2021-03-28,N.J,BOS,0,1,3
2020020542,2021-03-28,NYR,WSH,5,4,3
2020020543,2021-02-20,T.B,CAR,4,0,3
2020020544,2021-03-28,CBJ,DET,4,1,3
2020020545,2021-03-28,NSH,CHI,2,3,3
2020020546,2021-04-17,OTT,MTL,0,4,3
2020020547,2021-03-28,FLA,DAL,1,4,3
2020020548,2021-03-29,PHI,BUF,3,4,4
2020020549,2021-03-29,NYI,PIT,2,1,3
2020020550,2021-02-06,ARI,STL,1,3,3
2020020551,2021-03-29,EDM,TOR,2,3,4
2020020552,2021-03-29,WPG,CGY,1,5,3
2020020553,2021-03-29,ANA,COL,5,2,3
2020020554,2021-03-29,L.A,VGK,4,1,3
2020020555,2021-03-29,MIN,S.J,6,5,5
2020020556,2021-03-30,N.J,BOS,6,4,5
2020020557,2021-03-31,PHI,BUF,6,1,3
2020020558,2021-03-30,WSH,NYR,5,2,3
2020020559,2021-03-30,CBJ,T.B,1,3,3
2020020560,2021-03-30,DET,FLA,4,1,3
2020020561,2021-03-27,NYI,PIT,6,3,3
2020020562,2021-03-30,CAR,CHI,2,1,3
2020020563,2021-03-30,DAL,NSH,3,2,4
2020020564,2021-05-05,MTL,OTT,5,1,3
2020020565,2021-02-08,ARI,STL,4,5,5
2020020566,2021-03-31,TOR,WPG,1,3,3
2020020567,2021-05-16,CGY,VAN,5,6,4
2020020568,2021-03-16,ANA,COL,8,4,3
2020020569,2021-03-31,L.A,VGK,2,4,3
2020020570,2021-03-31,MIN,S.J,4,2,3
2020020571,2021-04-01,PIT,BOS,1,4,3
2020020572,2021-04-01,NYR,BUF,2,3,4
2020020573,2021-04-01,WSH,NYI,8,4,3
2020020574,2021-04-01,CBJ,T.B,3,2,3
2020020575,2021-04-01,DET,FLA,3,2,4
2020020576,2021-04-01,CAR,CHI,3,4,3
2020020577,2021-04-01,DAL,NSH,1,4,3
2020020578,2021-04-01,MTL,OTT,1,4,3
2020020579,2021-04-01,MIN,VGK,2,3,5
2020020580,2021-04-02,WSH,N.J,1,2,4
2020020581,2021-04-02,TOR,WPG,1,2,5
2020020582,2021-04-02,CGY,EDM,3,2,3
2020020583,2021-04-02,ARI,ANA,2,4,3
2020020584,2021-04-02,S.J,L.A,0,3,3
2020020585,2021-04-03,PIT,BOS,7,5,3
2020020586,2021-04-03,NYR,BUF,3,2,5
2020020587,2021-04-03,PHI,NYI,3,2,5
2020020588,2021-04-03,DAL,CAR,2,3,3
2020020589,2021-04-03,DET,T.B,2,1,3
2020020590,2021-04-03,CBJ,FLA,5,2,3
2020020591,2021-04-03,CHI,NSH,3,0,3
2020020592,2021-04-03,OTT,MTL,3,6,3
2020020593,2021-05-06,VAN,EDM,3,6,3
2020020594,2021-04-03,STL,COL,2,1,3
2020020595,2021-04-03,MIN,VGK,1,2,3
2020020596,2021-04-03,S.J,L.A,2,3,3
2020020597,2021-04-04,WSH,N.J,4,5,3
2020020598,2021-04-04,DAL,CAR,1,0,3
2020020599,2021-04-04,DET,T.B,1,5,3
2020020600,2021-04-04,CBJ,FLA,3,0,3
2020020601,2021-04-19,CHI,NSH,5,2,3
2020020602,2021-05-10,VAN,WPG,1,3,3
2020020603,2021-04-04,TOR,CGY,2,4,3
2020020604,2021-04-04,ARI,ANA,2,3,4
2020020605,2021-04-10,BOS,PHI,3,2,3
2020020606,2021-04-05,VGK,STL,1,6,3
2020020607,2021-04-05,EDM,MTL,3,2,4
2020020608,2021-04-05,TOR,CGY,3,5,3
2020020609,2021-04-05,COL,MIN,4,5,3
2020020610,2021-04-05,ARI,L.A,2,5,3
2020020611,2021-04-06,BUF,N.J,3,5,3
2020020612,2021-04-06,WSH,NYI,1,0,3
2020020613,2021-04-06,PIT,NYR,8,4,3
2020020614,2021-04-06,BOS,PHI,2,4,3
2020020615,2021-04-06,FLA,CAR,5,2,3
2020020616,2021-04-06,T.B,CBJ,4,2,3
2020020617,2021-04-06,NSH,DET,2,4,5
2020020618,2021-04-06,DAL,CHI,4,2,3
2020020619,2021-05-11,VAN,WPG,5,0,3
2020020620,2021-04-07,VGK,STL,3,1,3
2020020621,2021-04-07,EDM,OTT,2,4,3
2020020622,2021-04-07,MTL,TOR,3,2,3
2020020623,2021-04-07,COL,MIN,8,3,3
2020020624,2021-04-07,ARI,L.A,4,3,3
2020020625,2021-04-08,N.J,BUF,3,6,3
2020020626,2021-04-08,PHI,NYI,3,2,5
2020020627,2021-04-08,PIT,NYR,2,5,3
2020020628,2021-04-08,BOS,WSH,2,4,3
2020020629,2021-04-08,FLA,CAR,3,0,3
2020020630,2021-04-08,T.B,CBJ,4,6,3
2020020631,2021-04-08,NSH,DET,1,7,3
2020020632,2021-04-08,DAL,CHI,1,5,3
2020020633,2021-04-08,WPG,MTL,2,4,3
2020020634,2021-05-19,VAN,CGY,6,2,3
2020020635,2021-02-25,N.J,BUF,3,4,4
2020020636,2021-04-09,NYR,NYI,1,4,3
2020020637,2021-04-09,MIN,STL,9,1,3
2020020638,2021-04-08,EDM,OTT,1,3,3
2020020639,2021-04-09,ARI,VGK,7,4,3
2020020640,2021-04-09,COL,ANA,0,2,3
2020020641,2021-04-09,L.A,S.J,5,2,3
2020020642,2021-04-10,DET,CAR,5,6,5
2020020643,2021-04-10,CHI,CBJ,3,4,3
2020020644,2021-04-10,T.B,NSH,0,3,3
2020020645,2021-04-10,WPG,MTL,0,5,3
2020020646,2021-04-10,OTT,TOR,6,5,3
2020020647,2021-05-13,VAN,CGY,4,1,3
2020020648,2021-04-10,FLA,DAL,4,1,3
2020020649,2021-04-10,L.A,S.J,2,4,3
2020020650,2021-04-11,PIT,N.J,2,5,3
2020020651,2021-04-11,NYR,NYI,3,2,4
2020020652,2021-04-11,BUF,PHI,3,5,3
2020020653,2021-05-11,BOS,WSH,2,1,3
2020020654,2021-04-10,MIN,STL,3,2,4
2020020655,2021-04-11,ARI,VGK,1,0,3
2020020656,2021-04-11,COL,ANA,1,4,3
2020020657,2021-04-12,DET,CAR,1,3,3
2020020658,2021-04-12,CHI,CBJ,3,4,4
2020020659,2021-04-13,T.B,NSH,7,2,3
2020020660,2021-04-12,TOR,MTL,4,2,3
2020020661,2021-04-12,WPG,OTT,4,2,3
2020020662,2021-05-08,VAN,EDM,4,3,3
2020020663,2021-04-12,VGK,L.A,2,4,3
2020020664,2021-04-12,ANA,S.J,0,4,3
2020020665,2021-04-15,NYI,BOS,4,1,3
2020020666,2021-04-13,NYR,N.J,0,3,3
2020020667,2021-02-18,BUF,WSH,3,1,3
2020020668,2021-03-06,PHI,PIT,4,3,3
2020020669,2021-04-13,CGY,TOR,2,3,4
2020020670,2021-04-13,FLA,DAL,2,3,4
2020020671,2021-04-14,CGY,MTL,1,4,3
2020020672,2021-04-14,WPG,OTT,2,3,3
2020020673,2021-05-15,VAN,EDM,1,4,3
2020020674,2021-04-14,VGK,L.A,2,6,3
2020020675,2021-04-14,ANA,S.J,1,4,3
2020020676,2021-04-15,N.J,NYR,4,0,3
2020020677,2021-04-15,BUF,WSH,2,5,3
2020020678,2021-04-15,NSH,CAR,4,1,3
2020020679,2021-04-15,FLA,T.B,3,2,4
2020020680,2021-04-15,PHI,PIT,2,3,5
2020020681,2021-04-15,CHI,DET,4,1,3
2020020682,2021-04-15,WPG,TOR,2,5,3
2020020683,2021-04-15,CBJ,DAL,4,1,3
2020020684,2021-02-12,STL,ARI,1,4,3
2020020685,2021-04-16,NYI,BOS,3,0,3
2020020686,2021-04-16,CGY,MTL,2,1,3
2020020687,2021-04-16,S.J,MIN,3,2,3
2020020688,2021-05-12,L.A,COL,6,0,3
2020020689,2021-04-16,VGK,ANA,0,4,3
2020020690,2021-04-17,PIT,BUF,2,3,3
2020020691,2021-04-17,N.J,NYR,6,3,3
2020020692,2021-04-17,WSH,PHI,3,6,3
2020020693,2021-04-17,NSH,CAR,3,1,3
2020020694,2021-04-17,FLA,T.B,3,5,3
2020020695,2021-04-17,CHI,DET,0,4,3
2020020696,2021-04-17,EDM,WPG,0,3,3
2020020697,2021-04-18,TOR,VAN,3,2,4
2020020698,2021-04-17,S.J,MIN,5,2,3
2020020699,2021-04-17,CBJ,DAL,5,1,3
2020020700,2021-04-17,STL,ARI,3,2,3
2020020701,2021-04-18,WSH,BOS,6,3,3
2020020702,2021-04-18,NYR,N.J,3,5,3
2020020703,2021-04-18,NYI,PHI,0,1,4
2020020704,2021-05-13,L.A,COL,5,1,3
2020020705,2021-04-18,VGK,ANA,2,5,3
2020020706,2021-04-19,CAR,T.B,3,2,4
2020020707,2021-04-19,CBJ,FLA,4,2,3
2020020708,2021-04-19,OTT,CGY,2,4,3
2020020709,2021-04-19,MTL,EDM,4,1,3
2020020710,2021-04-20,TOR,VAN,6,3,3
2020020711,2021-04-19,DET,DAL,4,3,5
2020020712,2021-04-19,MIN,ARI,2,5,3
2020020713,2021-04-19,S.J,VGK,3,2,5
2020020714,2021-04-11,WSH,BOS,1,8,3
2020020715,2021-04-18,PIT,BUF,4,2,3
2020020716,2021-04-27,PHI,N.J,6,4,3
2020020717,2021-04-20,NYR,NYI,6,1,3
2020020718,2021-04-20,CAR,T.B,1,4,3
2020020719,2021-04-20,CBJ,FLA,5,1,3
2020020720,2021-05-09,OTT,CGY,6,1,3
2020020721,2021-04-21,MTL,EDM,3,4,3
2020020722,2021-04-20,DET,DAL,5,2,3
2020020723,2021-04-02,STL,COL,3,2,3
2020020724,2021-04-20,ANA,L.A,4,1,3
2020020725,2021-04-21,NSH,CHI,5,4,4
2020020726,2021-04-22,TOR,WPG,3,5,3
2020020727,2021-04-21,MIN,ARI,1,4,3
2020020728,2021-04-21,S.J,VGK,5,2,3
2020020729,2021-04-22,BOS,BUF,1,5,3
2020020730,2021-04-22,WSH,NYI,1,2,5
2020020731,2021-04-22,CBJ,T.B,3,1,3
2020020732,2021-04-22,CAR,FLA,2,4,3
2020020733,2021-04-22,N.J,PIT,5,1,3
2020020734,2021-04-22,DAL,DET,7,3,3
2020020735,2021-04-22,COL,STL,2,4,3
2020020736,2021-04-23,MTL,CGY,4,2,3
2020020737,2021-04-22,OTT,VAN,0,3,3
2020020738,2021-04-23,BOS,BUF,6,4,3
2020020739,2021-04-23,PHI,NYR,4,1,3
2020020740,2021-04-23,NSH,CHI,1,3,3
2020020741,2021-05-14,TOR,WPG,4,2,3
2020020742,2021-03-03,ARI,L.A,2,3,3
2020020743,2021-02-22,MIN,S.J,2,6,3
2020020744,2021-04-24,WSH,NYI,3,6,3
2020020745,2021-04-24,CAR,FLA,4,3,4
2020020746,2021-04-24,N.J,PIT,4,2,3
2020020747,2021-04-24,DAL,DET,1,2,4
2020020748,2021-04-24,COL,STL,5,3,3
2020020749,2021-04-24,TOR,WPG,1,4,3
2020020750,2021-04-24,MTL,CGY,5,2,3
2020020751,2021-04-24,OTT,VAN,4,2,3
2020020752,2021-04-24,ARI,L.A,0,4,3
2020020753,2021-04-24,MIN,S.J,3,6,3
2020020754,2021-04-25,BUF,NYR,6,3,3
2020020755,2021-03-22,NYI,PHI,1,2,4
2020020756,2021-04-25,CBJ,T.B,4,3,4
2020020757,2021-04-25,BOS,PIT,1,0,3
2020020759,2021-04-26,VAN,OTT,2,1,3
2020020760,2021-04-26,EDM,WPG,1,6,3
2020020761,2021-04-26,MTL,CGY,1,2,3
2020020762,2021-04-29,STL,MIN,4,5,4
2020020763,2021-04-26,CAR,DAL,4,3,4
2020020764,2021-05-10,COL,VGK,1,2,3
2020020765,2021-04-26,ANA,L.A,4,1,3
2020020766,2021-04-26,ARI,S.J,6,4,3
2020020767,2021-03-14,NYI,N.J,3,4,5
2020020768,2021-04-27,BUF,NYR,3,1,3
2020020769,2021-03-07,WSH,PHI,1,3,3
2020020770,2021-04-27,BOS,PIT,1,3,3
2020020771,2021-04-27,DET,CBJ,2,0,5
2020020772,2021-04-27,T.B,CHI,4,7,3
2020020773,2021-04-27,FLA,NSH,4,7,3
2020020774,2021-04-27,CAR,DAL,1,5,3
2020020775,2021-04-28,TOR,MTL,1,4,3
2020020776,2021-04-28,VAN,OTT,6,3,3
2020020777,2021-04-28,EDM,WPG,1,3,3
2020020778,2021-04-28,STL,MIN,3,4,3
2020020779,2021-04-28,COL,VGK,5,2,3
2020020780,2021-04-28,ANA,L.A,2,3,3
2020020781,2021-04-28,ARI,S.J,4,2,3
2020020782,2021-04-29,BUF,BOS,5,2,3
2020020783,2021-04-29,PHI,N.J,5,3,3
2020020784,2021-04-29,NYI,NYR,0,4,3
2020020785,2021-04-29,PIT,WSH,4,5,4
2020020786,2021-04-29,DET,CAR,3,1,3
2020020787,2021-04-29,FLA,CHI,3,4,4
2020020788,2021-04-11,DAL,NSH,3,2,5
2020020789,2021-04-29,CGY,EDM,1,3,3
2020020790,2021-05-12,MIN,STL,4,0,3
2020020791,2021-04-30,WPG,MTL,5,3,3
2020020792,2021-04-29,VAN,TOR,4,1,3
2020020793,2021-04-30,S.J,COL,3,0,3
2020020794,2021-04-30,VGK,ARI,3,0,3
2020020795,2021-04-30,L.A,ANA,1,2,3
2020020796,2021-05-01,BUF,BOS,6,2,3
2020020797,2021-05-01,NYR,NYI,3,0,3
2020020798,2021-05-01,N.J,PHI,1,4,3
2020020799,2021-05-01,PIT,WSH,0,3,3
2020020800,2021-05-01,CBJ,CAR,2,1,4
2020020801,2021-05-01,T.B,DET,4,3,5
2020020802,2021-05-01,FLA,CHI,4,5,3
2020020803,2021-05-13,MIN,STL,7,3,3
2020020804,2021-05-01,DAL,NSH,1,0,4
2020020805,2021-05-01,OTT,MTL,3,2,4
2020020806,2021-05-01,VAN,TOR,5,1,3
2020020807,2021-05-01,CGY,EDM,4,1,3
2020020808,2021-05-01,S.J,COL,4,3,3
2020020809,2021-05-01,VGK,ARI,2,3,4
2020020810,2021-05-01,L.A,ANA,6,2,3
2020020811,2021-05-02,T.B,DET,1,2,3
2020020812,2021-05-03,NYI,BUF,4,2,3
2020020813,2021-05-03,BOS,N.J,0,3,3
2020020814,2021-05-03,WSH,NYR,3,6,3
2020020815,2021-05-03,PIT,PHI,7,2,3
2020020816,2021-05-03,CHI,CAR,5,2,3
2020020817,2021-05-03,NSH,CBJ,3,4,4
2020020818,2021-05-03,ANA,STL,3,1,3
2020020819,2021-05-03,TOR,MTL,3,2,4
2020020820,2021-05-03,WPG,OTT,2,1,3
2020020821,2021-05-03,VGK,MIN,6,5,3
2020020822,2021-05-03,L.A,ARI,2,3,3
2020020823,2021-05-03,COL,S.J,4,5,4
2020020824,2021-05-04,NYI,BUF,4,3,5
2020020825,2021-05-04,BOS,N.J,4,3,4
2020020826,2021-05-04,PIT,PHI,3,7,3
2020020827,2021-05-04,CHI,CAR,6,3,3
2020020828,2021-03-21,FLA,T.B,5,3,3
2020020829,2021-05-03,EDM,VAN,3,5,3
2020020830,2021-05-05,WSH,NYR,2,4,3
2020020831,2021-05-05,NSH,CBJ,4,2,3
2020020832,2021-05-05,ANA,STL,2,3,5
2020020833,2021-05-12,TOR,OTT,4,3,4
2020020834,2021-05-05,WPG,CGY,0,4,3
2020020835,2021-05-05,VGK,MIN,2,3,4
2020020836,2021-05-05,L.A,ARI,2,4,3
2020020837,2021-05-05,COL,S.J,3,2,3
2020020838,2021-05-06,NYR,BOS,4,0,3
2020020839,2021-05-06,N.J,NYI,1,2,3
2020020840,2021-05-07,PHI,WSH,2,4,3
2020020841,2021-05-10,T.B,FLA,4,0,3
2020020842,2021-05-06,BUF,PIT,8,4,3
2020020843,2021-05-09,DAL,CHI,4,2,3
2020020844,2021-05-04,EDM,VAN,1,4,3
2020020845,2021-05-07,DET,CBJ,2,5,3
2020020846,2021-05-10,CAR,NSH,5,0,3
2020020847,2021-05-06,MTL,TOR,5,2,3
2020020848,2021-04-05,OTT,WPG,4,3,3
2020020849,2021-04-10,EDM,CGY,5,0,3
2020020850,2021-05-07,ANA,MIN,4,3,4
2020020851,2021-05-07,STL,VGK,4,3,4
2020020852,2021-05-07,COL,L.A,2,3,3
2020020853,2021-05-07,ARI,S.J,2,5,3
2020020854,2021-05-08,NYR,BOS,4,5,3
2020020855,2021-05-08,N.J,NYI,5,1,3
2020020856,2021-05-08,PHI,WSH,2,1,4
2020020857,2021-05-08,T.B,FLA,5,1,3
2020020858,2021-05-08,BUF,PIT,1,0,3
2020020859,2021-05-08,DET,CBJ,5,4,4
2020020860,2021-05-10,DAL,CHI,4,5,4
2020020861,2021-05-08,CAR,NSH,3,1,3
2020020862,2021-05-08,MTL,TOR,3,2,3
2020020863,2021-05-08,OTT,WPG,2,4,3
2020020864,2021-05-18,CGY,VAN,4,2,3
2020020865,2021-05-08,ANA,MIN,4,3,4
2020020866,2021-05-08,STL,VGK,4,1,3
2020020867,2021-05-08,COL,L.A,2,3,3
2020020868,2021-05-08,ARI,S.J,4,5,4
